# MgH non-adiabatic coupling matrix elements; 9-states; 19-06-2013
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5	-6.7355E-6	-9.6075E-6	1.51178E-5	-2.00853E-5	-1.83625E-5	-6.7242E-6	3.04584E-5	-7.59134E-5	-1.48438E-5	-1.00604E-5	2.87E-5	2.9422E-6	4.4278E-6	2.2933E-5	-3.35904E-5	4.77542E-5	-2.99988E-5	-2.39416E-5	-5.3622E-6	-4.02863E-5	4.375E-7	8.17759E-5	3.85243E-5	-3.3698E-6	5.00241E-5	-1.30994E-5	-8.51782E-5	-1.72745E-5	6.66443E-5	-3.33778E-5	-1.51053E-5	-8.60082E-5	2.8852E-6	-1.751248E-4	5.0542E-6	-3.72E-8
0.6	-1.83089E-5	-2.61159E-5	4.10945E-5	-5.45975E-5	-4.99144E-5	-1.82783E-5	8.27945E-5	-2.06354E-4	-4.03496E-5	-2.73471E-5	7.80147E-5	7.9978E-6	1.20361E-5	6.23383E-5	-9.13083E-5	1.298093E-4	-8.15451E-5	-6.508E-5	-1.45761E-5	-1.095095E-4	1.1893E-6	2.222899E-4	1.047199E-4	-9.16E-6	1.359795E-4	-3.56078E-5	-2.315384E-4	-4.69569E-5	1.81158E-4	-9.07301E-5	-4.10606E-5	-2.337944E-4	7.8429E-6	-4.760387E-4	1.37387E-5	-1.012E-7
0.7	-4.97687E-5	-7.09905E-5	1.117065E-4	-1.484115E-4	-1.356814E-4	-4.96855E-5	2.250588E-4	-5.609284E-4	-1.096815E-4	-7.4337E-5	2.120659E-4	2.17404E-5	3.27176E-5	1.69453E-4	-2.482016E-4	3.528582E-4	-2.216626E-4	-1.769058E-4	-3.9622E-5	-2.976776E-4	3.2329E-6	6.042466E-4	2.846582E-4	-2.48995E-5	3.696306E-4	-9.6792E-5	-6.293865E-4	-1.276422E-4	4.924385E-4	-2.466301E-4	-1.116142E-4	-6.355192E-4	2.13192E-5	-0.0012940073	3.73456E-5	-2.751E-7
0.8	-1.352854E-4	-1.929722E-4	3.036496E-4	-4.034243E-4	-3.688203E-4	-1.350593E-4	6.117732E-4	-0.0015247615	-2.981452E-4	-2.02069E-4	5.764549E-4	5.90965E-5	8.89357E-5	4.606211E-4	-6.746818E-4	9.59168E-4	-6.025414E-4	-4.808798E-4	-1.077036E-4	-8.091715E-4	8.788E-6	0.0016425124	7.737813E-4	-6.76839E-5	0.0010047601	-2.631079E-4	-0.0017108499	-3.469674E-4	0.0013385865	-6.704101E-4	-3.033987E-4	-0.0017275202	5.79515E-5	-0.0035174766	1.015159E-4	-7.477E-7
0.9	-3.677437E-4	-5.245528E-4	8.254053E-4	-0.001096621	-0.0010025576	-3.671293E-4	0.0016629721	-0.0041447315	-8.104426E-4	-5.492804E-4	0.0015669668	1.606408E-4	2.417522E-4	0.0012520979	-0.0018339753	0.0026072888	-0.0016378773	-0.0013071668	-2.927689E-4	-0.0021995562	2.38882E-5	0.0044648117	0.0021033557	-1.839838E-4	0.002731221	-7.152015E-4	-0.0046505722	-9.431552E-4	0.0036386554	-0.0018223636	-8.247232E-4	-0.0046958867	1.575285E-4	-0.0095614928	2.759488E-4	-2.0326E-6
1	-9.996311E-4	-0.0014258824	0.0022436843	-0.0029809248	-0.0027252341	-9.979609E-4	0.0045204268	-0.0112665484	-0.0022030115	-0.0014930989	0.0042594573	4.36667E-4	6.571507E-4	0.0034035551	-0.0049852618	0.0070873458	-0.004452212	-0.0035532479	-7.958282E-4	-0.0059790138	6.4935E-5	0.0121366165	0.0057175135	-5.001199E-4	0.0074242285	-0.0019441194	-0.0126415659	-0.0025637616	0.009890891	-0.0049536979	-0.0022418302	-0.0127647435	4.282068E-4	-0.0259908321	7.501066E-4	-5.5251E-6
1.1	-0.0027172791	-0.0038759502	0.0060989662	-0.0081029937	-0.0074079543	-0.002712739	0.012287794	-0.0306256538	-0.005988406	-0.0040586637	0.0115784054	0.001186984	0.0017863207	0.0092518219	-0.0135513465	0.0192654033	-0.012102367	-0.0096587291	-0.0021632855	-0.0162526444	1.765116E-4	0.0329907442	0.0155418131	-0.0013594668	0.0201811453	-0.0052846643	-0.0343633388	-0.0069690265	0.0268862292	-0.0134655469	-0.0060939262	-0.0346981703	0.0011639868	-0.0706504066	0.002039001	-1.50188E-5
1.2	-0.0073863304	-0.0105359249	0.0165787089	-0.0220262206	-0.0201369076	-0.0073739892	0.0334016871	-0.0832491582	-0.0162781752	-0.0110325918	0.0314733691	0.0032265569	0.004855723	0.0251490593	-0.0368363789	0.0523687958	-0.0328976444	-0.0262551478	-0.0058804196	-0.044179268	4.798082E-4	0.0896781404	0.042247028	-0.0036954138	0.0548580407	-0.0143652069	-0.0934092394	-0.0189437782	0.0730843484	-0.0366031515	-0.0165650089	-0.0943194057	0.0031640442	-0.1920477164	0.0055425794	-4.08252E-5
