# MgH 9-state potentials; 19-06-2013
0	4.1598378	4.2427256	4.7612583	4.948608	5.1313495	5.1317535	5.1378590999	5.1522328	5.1577330002
0.1	3.7935604	3.8803549	4.3471761	4.5161964	4.6803892	4.6807932	4.6868987999	4.7012725	4.7067727002
0.2	3.4448054	3.5353997	3.9532132	4.105024	4.2517679	4.2521719	4.2582774999	4.2726512	4.2781514002
0.3	3.1135728	3.2078601	3.5793694	3.7150906	3.8454856	3.8458896	3.8519951999	3.8663689	3.8718691002
0.4	2.7998625	2.8977359	3.2256447	3.3463964	3.4615423	3.4619463	3.4680518999	3.4824256	3.4879258002
0.5	2.5036746	2.6050273	2.8920393	2.9989412	3.099938	3.100342	3.1064475999	3.1208213	3.1263215002
0.6	2.2250091	2.3297343	2.5785531	2.6727252	2.7606728	2.7610768	2.7671823999	2.7815561	2.7870563002
0.7	1.9638659	2.0718568	2.285186	2.3677483	2.4437465	2.4441505	2.4502560999	2.4646298	2.4701300002
0.8	1.7202451	1.8313948	2.0119382	2.0840104	2.1491592	2.1495632	2.1556687999	2.1700425	2.1755427002
0.9	1.4941467	1.6083483	1.7588095	1.8215117	1.8769109	1.8773149	1.8834204999	1.8977942	1.9032944002
1	1.2855707	1.4027174	1.5258	1.580252	1.6270017	1.6274057	1.6335112999	1.647885	1.6533852002
1.1	1.0945171	1.214502	1.3129097	1.3602315	1.3994314	1.3998354	1.4059409999	1.4203147	1.4258149002
1.2	0.92098578	1.0437022	1.1201386	1.1614501	1.1942001	1.1946041	1.2007096999	1.2150834	1.2205836002
1.3	0.76497687	0.89031788	0.94748664	0.98390772	1.0113079	1.0117119	1.0178174999	1.0321912	1.0376914002
1.4	0.62649034	0.75434909	0.7735121555	0.7990622555	0.8087796555	0.8091836555	0.8152892554	0.8296629555	0.8351631557
1.5	0.50552619	0.63579585	0.6559428038	0.6827803525	0.6907982799	0.6918499241	0.6963110699	0.7110294367	0.7180102273
1.6	0.40192542	0.53450315	0.5495654555	0.5775201555	0.5848889555	0.5867649555	0.5920720555	0.6059223555	0.6124050555
1.7	0.31555269	0.4503112	0.4627293105	0.4915188518	0.499879807	0.5027546869	0.5126221622	0.5236080619	0.5268285023
1.8	0.24310675	0.37992598	0.3924123555	0.4218755555	0.4316232555	0.4349537555	0.4492544555	0.453	0.4574938555
1.9	0.18339518	0.32214979	0.3336066869	0.3636935232	0.3739352872	0.3766657734	0.389	0.394	0.3987342711
2	0.13387039	0.27444542	0.2847320555	0.3152306555	0.3254618555	0.3275615555	0.337	0.3422809555	0.3496299555
2.1	0.093526328	0.23583719	0.2449270622	0.2755914381	0.285918602	0.2882643022	0.298	0.3037968143	0.3100751961
2.2	0.06053613	0.20451102	0.2127780555	0.2441120555	0.2544699555	0.26	0.265	0.2712977555	0.2784735555
2.3	0.033835732	0.1794002	0.1868430097	0.2195372072	0.2295847626	0.235	0.239122024	0.2455102796	0.2530170647
2.4	0.012398903	0.15946383	0.1661186555	0.1980139555	0.2075007555	0.212	0.218	0.2246839555	0.2325423555
2.5	-0.0046425157	0.14379554	0.1497774317	0.1768221909	0.185669768	0.192	0.199	0.2092613632	0.2162798029
2.6	-0.018020465	0.13157691	0.1372558555	0.1603707555	0.1686311555	0.1758828555	0.1839852555	0.1979523555	0.2043901555
2.7	-0.028350884	0.12201996	0.1280234214	0.1525294996	0.1605316983	0.1705583699	0.1782018567	0.1892965754	0.196755919
2.8	-0.036149913	0.11438136	0.1214174555	0.1478833555	0.1568603555	0.1686176555	0.1740454555	0.1828855555	0.1912162555
2.9	-0.041848532	0.10806802	0.116818828	0.1406651809	0.1524715215	0.1652127253	0.1697353337	0.178543343	0.1858364415
3	-0.045807551	0.10260699	0.1139147555	0.1329844555	0.1483391555	0.1616720555	0.1661570555	0.1759721555	0.1816295555
3.1	-0.048329031	0.097605638	0.112449162	0.1280385469	0.1463609986	0.1602032867	0.164469229	0.1748411728	0.1799029102
3.2	-0.04966693	0.092822918	0.1120864555	0.1254997555	0.1460103555	0.1603542555	0.1642563555	0.1748092555	0.1801929555
3.3	-0.05003516	0.088193638	0.1125131069	0.1243507766	0.1463637418	0.1612105858	0.1648494708	0.1755960359	0.1814734379
3.4	-0.04961422	0.083754878	0.1135833555	0.1243409555	0.1473349555	0.1626688555	0.1661398555	0.1771745555	0.1822381555
3.5	-0.048556859	0.079562838	0.1151869559	0.125378442	0.1489937044	0.1647802531	0.1681246706	0.1794820288	0.184
3.6	-0.046992659	0.075655758	0.1171879555	0.1272399555	0.1511960555	0.1674034555	0.1706643555	0.1820589555	0.186
3.7	-0.045032039	0.072049888	0.1194489774	0.1296825883	0.1537603109	0.1703589222	0.1735936046	0.1845337068	0.188
3.8	-0.042769859	0.068744398	0.1218526555	0.1325163555	0.1565673555	0.1735067555	0.1767808555	0.1872828555	0.19
3.9	-0.040288729	0.065719668	0.1242992675	0.1355852751	0.1595252099	0.1767355658	0.1801097814	0.1907224644	0.194
4	-0.037640138	0.063009858	0.1267396555	0.1388164555	0.1625878555	0.1800083555	0.1834912555	0.1946783555	0.198
4.1	-0.034893378	0.060639959	0.129137848	0.1421558941	0.1657191825	0.1832898473	0.1868790526	0.1986474933	0.2
4.2	-0.032105588	0.058558029	0.1314600555	0.1455420555	0.1688767555	0.1864772555	0.1903713555	0.2014016555	0.2029736555
4.3	-0.029267328	0.056797019	0.1336726484	0.1489142312	0.1720197555	0.1895005777	0.1939306158	0.20205732	0.2054831895
4.4	-0.026528198	0.055281969	0.1357404555	0.1522225555	0.1751201555	0.1924884555	0.1968319555	0.2018349555	0.2062
4.5	-0.023868128	0.054039709	0.1376338164	0.155425114	0.178144666	0.1954113748	0.1984432919	0.2021405968	0.2068759054
4.6	-0.021317228	0.053067799	0.1393466555	0.1585009555	0.1810261555	0.1974085555	0.1991910555	0.2030185555	0.2072
4.7	-0.018901008	0.05236379	0.1408778065	0.1614342456	0.1837365385	0.1977009436	0.1996591744	0.2042180131	0.207776684
4.8	-0.016640028	0.05192407	0.1422221555	0.1642086555	0.1864377555	0.1966676555	0.2000030555	0.2056693555	0.2102650555
4.9	-0.014549999	0.05174341	0.143375978	0.1668081363	0.1891409128	0.1950625962	0.2002609682	0.2073293587	0.2127122914
